timestamp,sensor_A,sensor_B,sensor_C,sensor_D
2024-01-01 08:08:00,29.82,65.02,62.86,35.61
2024-01-01 08:08:01,28.18,66.52,59.54,42.74
2024-01-01 08:08:02,26.90,64.69,63.10,35.57
2024-01-01 08:08:03,30.55,71.78,64.76,41.29
2024-01-01 08:08:04,28.65,66.66,65.20,32.41
2024-01-01 08:08:05,27.34,62.13,63.64,35.03
2024-01-01 08:08:06,28.92,65.35,59.72,35.52
2024-01-01 08:08:07,28.08,62.92,65.09,26.74
2024-01-01 08:08:08,33.65,63.55,59.87,31.16
2024-01-01 08:08:09,32.08,61.96,53.79,31.66
2024-01-01 08:08:10,30.34,62.47,64.15,39.55
2024-01-01 08:08:11,33.35,64.07,59.92,39.96
2024-01-01 08:08:12,30.58,62.86,65.26,37.97
2024-01-01 08:08:13,28.75,67.55,59.46,40.17
2024-01-01 08:08:14,33.56,69.06,50.33,36.41
2024-01-01 08:08:15,31.64,66.41,61.85,42.06
2024-01-01 08:08:16,28.54,67.06,63.75,37.48
2024-01-01 08:08:17,30.28,66.35,56.76,37.85
2024-01-01 08:08:18,28.96,60.93,59.69,36.73
2024-01-01 08:08:19,28.00,67.65,71.47,40.69
2024-01-01 08:08:20,32.67,68.93,59.48,36.43
2024-01-01 08:08:21,34.70,62.39,61.37,42.18
2024-01-01 08:08:22,28.14,62.53,61.16,33.89
2024-01-01 08:08:23,32.13,61.86,54.45,34.17
2024-01-01 08:08:24,29.76,60.22,61.63,41.45
2024-01-01 08:08:25,30.15,64.57,61.11,38.48
2024-01-01 08:08:26,30.01,67.02,60.79,37.14
2024-01-01 08:08:27,29.54,59.70,61.93,42.63
2024-01-01 08:08:28,31.43,65.73,61.93,36.75
2024-01-01 08:08:29,29.75,65.61,61.70,38.48
2024-01-01 08:08:30,32.02,62.31,56.99,44.98
2024-01-01 08:08:31,31.46,67.05,62.58,45.63
2024-01-01 08:08:32,31.16,64.65,55.46,45.84
2024-01-01 08:08:33,29.90,67.21,55.91,38.50
2024-01-01 08:08:34,30.65,62.48,63.83,44.62
2024-01-01 08:08:35,33.40,67.33,61.48,35.97
2024-01-01 08:08:36,32.97,62.98,60.04,36.19
2024-01-01 08:08:37,30.10,66.71,57.75,30.46
2024-01-01 08:08:38,32.35,64.27,58.47,46.60
2024-01-01 08:08:39,33.74,65.62,58.97,36.48
2024-01-01 08:08:40,28.99,64.37,57.82,39.46
2024-01-01 08:08:41,33.51,64.59,57.68,36.34
2024-01-01 08:08:42,31.20,65.28,63.24,42.78
2024-01-01 08:08:43,33.76,63.98,64.03,38.50
2024-01-01 08:08:44,31.19,67.92,60.03,34.78
2024-01-01 08:08:45,29.21,60.46,64.74,41.75
2024-01-01 08:08:46,29.67,68.51,56.46,34.23
2024-01-01 08:08:47,33.13,62.49,62.10,36.59
2024-01-01 08:08:48,33.66,68.11,57.39,31.48
2024-01-01 08:08:49,31.44,66.21,62.06,34.18
2024-01-01 08:08:50,34.63,61.98,58.48,40.54
2024-01-01 08:08:51,30.14,64.90,65.88,31.91
2024-01-01 08:08:52,33.45,67.02,57.31,33.79
2024-01-01 08:08:53,31.27,65.85,63.12,39.63
2024-01-01 08:08:54,32.51,63.13,59.66,37.39
2024-01-01 08:08:55,34.02,63.78,59.11,47.45
2024-01-01 08:08:56,32.33,64.81,60.05,46.73
2024-01-01 08:08:57,33.40,63.63,57.42,35.83
2024-01-01 08:08:58,36.31,65.21,58.17,41.43
2024-01-01 08:08:59,33.26,65.48,59.85,42.09
2024-01-01 08:09:00,36.22,68.58,58.99,36.58
2024-01-01 08:09:01,32.41,65.26,60.81,32.87
2024-01-01 08:09:02,35.86,66.06,60.88,38.67
2024-01-01 08:09:03,37.82,70.51,60.08,37.89
2024-01-01 08:09:04,30.12,67.28,58.78,36.70
2024-01-01 08:09:05,33.60,69.61,62.44,40.06
2024-01-01 08:09:06,36.49,66.87,54.55,35.14
2024-01-01 08:09:07,35.06,65.62,60.72,33.37
2024-01-01 08:09:08,36.35,71.77,60.05,38.25
2024-01-01 08:09:09,34.54,65.32,53.54,39.19
2024-01-01 08:09:10,36.06,64.85,58.64,32.76
2024-01-01 08:09:11,35.72,68.70,57.16,41.00
2024-01-01 08:09:12,38.51,67.97,54.62,30.01
2024-01-01 08:09:13,36.83,68.81,61.95,34.59
2024-01-01 08:09:14,37.14,68.30,55.75,35.67
2024-01-01 08:09:15,35.79,71.71,56.11,33.96
2024-01-01 08:09:16,35.79,70.74,58.75,34.03
2024-01-01 08:09:17,36.05,68.18,60.43,43.57
2024-01-01 08:09:18,37.86,70.71,56.86,32.46
2024-01-01 08:09:19,36.38,72.37,61.67,45.41
2024-01-01 08:09:20,37.95,69.41,58.82,37.17
2024-01-01 08:09:21,41.68,70.81,48.46,35.56
2024-01-01 08:09:22,39.43,72.86,54.75,36.86
2024-01-01 08:09:23,37.19,72.33,56.00,44.84
2024-01-01 08:09:24,40.41,69.60,57.19,30.51
2024-01-01 08:09:25,37.35,72.45,49.72,29.76
2024-01-01 08:09:26,34.25,73.63,67.10,30.97
2024-01-01 08:09:27,36.47,71.59,59.71,33.87
2024-01-01 08:09:28,34.91,69.05,59.50,26.59
2024-01-01 08:09:29,38.12,75.45,60.67,33.33
2024-01-01 08:09:30,39.02,68.24,63.62,39.75
2024-01-01 08:09:31,42.51,70.47,57.11,33.33
2024-01-01 08:09:32,39.98,70.18,58.86,31.29
2024-01-01 08:09:33,39.05,65.13,56.96,29.72
2024-01-01 08:09:34,41.32,71.23,54.78,35.53
2024-01-01 08:09:35,35.41,67.02,57.33,28.36
2024-01-01 08:09:36,40.48,75.26,53.23,38.78
2024-01-01 08:09:37,41.72,73.75,52.91,38.86
2024-01-01 08:09:38,37.40,70.06,53.51,31.89
2024-01-01 08:09:39,42.82,73.30,54.08,30.55
2024-01-01 08:09:40,41.38,72.24,50.12,34.45
2024-01-01 08:09:41,40.05,71.37,56.54,34.43
2024-01-01 08:09:42,42.33,71.26,54.49,26.56
2024-01-01 08:09:43,45.78,72.88,52.97,27.41
2024-01-01 08:09:44,41.79,78.18,53.36,23.95
2024-01-01 08:09:45,42.10,73.12,63.97,30.61
2024-01-01 08:09:46,40.87,74.07,59.56,31.37
2024-01-01 08:09:47,40.27,76.55,52.10,23.04
2024-01-01 08:09:48,43.81,75.14,54.41,26.35
2024-01-01 08:09:49,40.63,72.46,53.80,22.52
2024-01-01 08:09:50,42.67,76.14,51.36,24.05
2024-01-01 08:09:51,41.75,76.06,50.93,29.58
2024-01-01 08:09:52,43.85,73.34,54.98,24.19
2024-01-01 08:09:53,43.75,73.29,51.71,25.66
2024-01-01 08:09:54,45.35,76.47,55.70,20.10
2024-01-01 08:09:55,42.44,73.07,57.52,27.10
2024-01-01 08:09:56,43.11,72.73,58.26,25.93
2024-01-01 08:09:57,41.88,75.77,52.31,22.94
2024-01-01 08:09:58,43.14,78.11,55.54,24.86
2024-01-01 08:09:59,44.97,77.98,54.91,26.09
2024-01-01 08:10:00,45.93,74.78,51.02,21.87
2024-01-01 08:10:01,42.76,75.41,52.03,18.99
2024-01-01 08:10:02,46.54,73.59,56.91,31.89
2024-01-01 08:10:03,47.70,75.63,52.06,21.91
2024-01-01 08:10:04,46.01,70.92,54.30,23.83
2024-01-01 08:10:05,49.13,76.15,48.05,28.04
2024-01-01 08:10:06,44.03,74.69,49.93,37.90
2024-01-01 08:10:07,43.28,74.93,52.32,18.60
2024-01-01 08:10:08,42.41,78.93,54.18,25.17
2024-01-01 08:10:09,49.15,76.40,47.32,20.34
2024-01-01 08:10:10,47.67,82.82,51.37,20.82
2024-01-01 08:10:11,46.44,78.37,47.07,19.91
2024-01-01 08:10:12,47.31,73.69,48.25,18.10
2024-01-01 08:10:13,44.70,73.62,55.19,22.26
2024-01-01 08:10:14,52.04,79.17,50.59,16.35
2024-01-01 08:10:15,47.60,77.23,50.26,25.87
2024-01-01 08:10:16,47.76,77.54,48.29,22.14
2024-01-01 08:10:17,49.19,76.33,47.40,23.45
2024-01-01 08:10:18,48.90,73.50,49.54,19.75
2024-01-01 08:10:19,48.59,82.88,52.78,20.00
2024-01-01 08:10:20,46.76,79.34,54.73,22.48
2024-01-01 08:10:21,49.48,76.60,48.82,16.54
2024-01-01 08:10:22,52.50,81.14,45.04,19.64
2024-01-01 08:10:23,51.63,77.86,49.83,17.52
2024-01-01 08:10:24,52.32,79.38,46.14,17.28
2024-01-01 08:10:25,48.31,79.05,49.46,12.30
2024-01-01 08:10:26,47.56,79.52,55.44,26.00
2024-01-01 08:10:27,49.48,82.91,52.79,17.80
2024-01-01 08:10:28,50.05,80.27,50.45,25.12
2024-01-01 08:10:29,52.32,81.47,44.79,24.66
2024-01-01 08:10:30,46.95,78.24,52.46,15.17
2024-01-01 08:10:31,53.60,76.55,51.03,15.90
2024-01-01 08:10:32,50.42,79.23,48.62,30.44
2024-01-01 08:10:33,50.08,76.94,54.00,27.15
2024-01-01 08:10:34,49.11,80.88,54.41,19.98
2024-01-01 08:10:35,48.03,76.99,56.18,21.10
2024-01-01 08:10:36,53.18,82.36,49.01,17.52
2024-01-01 08:10:37,51.88,79.85,50.63,21.75
2024-01-01 08:10:38,49.35,79.94,54.63,17.14
2024-01-01 08:10:39,49.54,80.25,51.62,11.87
2024-01-01 08:10:40,51.66,80.17,47.50,14.72
2024-01-01 08:10:41,55.87,81.25,45.13,20.09
2024-01-01 08:10:42,52.21,79.10,49.39,15.50
2024-01-01 08:10:43,49.92,77.40,46.18,19.78
2024-01-01 08:10:44,52.63,78.66,47.99,15.78
2024-01-01 08:10:45,52.78,80.62,51.62,16.99
2024-01-01 08:10:46,48.12,83.15,44.55,23.58
2024-01-01 08:10:47,53.61,79.17,52.44,21.20
2024-01-01 08:10:48,53.45,79.02,51.30,20.24
2024-01-01 08:10:49,55.50,82.47,45.32,23.86
2024-01-01 08:10:50,58.00,83.41,46.83,22.34
2024-01-01 08:10:51,56.75,77.38,45.96,26.28
2024-01-01 08:10:52,54.15,82.06,51.20,18.74
2024-01-01 08:10:53,52.67,80.91,51.34,18.96
2024-01-01 08:10:54,60.23,84.34,39.66,15.57
2024-01-01 08:10:55,55.39,84.70,48.53,19.17
2024-01-01 08:10:56,55.49,86.55,46.09,24.86
2024-01-01 08:10:57,55.61,79.75,46.88,26.32
2024-01-01 08:10:58,56.25,81.42,44.07,25.09
2024-01-01 08:10:59,55.75,88.78,51.79,14.21
2024-01-01 08:11:00,55.08,84.68,50.07,25.86
2024-01-01 08:11:01,55.33,89.78,44.58,14.31
2024-01-01 08:11:02,56.54,85.19,42.07,25.41
2024-01-01 08:11:03,55.71,82.99,45.42,20.51
2024-01-01 08:11:04,55.56,84.41,47.97,24.95
2024-01-01 08:11:05,57.39,80.51,46.29,16.98
2024-01-01 08:11:06,56.85,84.10,49.65,27.17
2024-01-01 08:11:07,60.55,83.57,46.04,16.81
2024-01-01 08:11:08,52.43,86.40,51.45,20.18
2024-01-01 08:11:09,60.10,83.35,44.92,19.06
2024-01-01 08:11:10,60.59,85.68,39.48,16.23
2024-01-01 08:11:11,54.13,84.21,46.93,23.83
2024-01-01 08:11:12,57.78,91.92,48.51,30.88
2024-01-01 08:11:13,57.90,81.30,45.11,34.53
2024-01-01 08:11:14,56.01,91.74,47.91,24.47
2024-01-01 08:11:15,57.45,90.10,44.58,28.77
2024-01-01 08:11:16,56.96,84.27,42.74,25.45
2024-01-01 08:11:17,62.86,86.96,41.91,26.75
2024-01-01 08:11:18,61.40,87.11,44.08,23.62
2024-01-01 08:11:19,62.25,80.95,40.68,26.00
2024-01-01 08:11:20,61.33,85.40,42.50,27.61
2024-01-01 08:11:21,57.80,87.26,42.50,23.39
2024-01-01 08:11:22,59.18,90.19,47.85,25.64
2024-01-01 08:11:23,61.38,86.31,42.29,25.96
2024-01-01 08:11:24,58.13,89.70,49.48,29.75
2024-01-01 08:11:25,62.16,92.47,47.29,22.44
2024-01-01 08:11:26,60.43,88.73,43.50,26.75
2024-01-01 08:11:27,60.32,87.22,40.78,34.87
2024-01-01 08:11:28,62.66,91.01,36.15,32.13
2024-01-01 08:11:29,62.29,85.77,38.21,33.14
2024-01-01 08:11:30,60.85,86.32,39.37,28.10
2024-01-01 08:11:31,64.05,86.49,45.71,29.55
2024-01-01 08:11:32,59.73,91.39,44.51,32.55
2024-01-01 08:11:33,63.28,89.58,43.20,35.05
2024-01-01 08:11:34,63.40,89.35,35.30,21.27
2024-01-01 08:11:35,61.75,88.08,39.36,24.08
2024-01-01 08:11:36,63.18,95.05,44.75,34.85
2024-01-01 08:11:37,60.18,91.04,44.75,28.78
2024-01-01 08:11:38,64.68,95.07,40.75,27.47
2024-01-01 08:11:39,62.62,90.40,44.12,25.41
2024-01-01 08:11:40,62.09,89.99,47.65,28.47
2024-01-01 08:11:41,65.39,87.51,40.10,25.35
2024-01-01 08:11:42,62.03,91.10,42.99,39.60
2024-01-01 08:11:43,60.77,89.41,44.12,31.41
2024-01-01 08:11:44,60.62,90.53,50.80,31.53
2024-01-01 08:11:45,65.09,87.48,34.65,34.38
2024-01-01 08:11:46,61.46,91.13,45.17,36.14
2024-01-01 08:11:47,67.67,87.95,39.05,36.34
2024-01-01 08:11:48,60.14,87.40,45.62,37.11
2024-01-01 08:11:49,67.83,87.42,37.33,30.55
2024-01-01 08:11:50,65.00,90.97,40.85,32.14
2024-01-01 08:11:51,64.52,90.83,43.42,36.66
2024-01-01 08:11:52,63.76,91.93,51.08,31.73
2024-01-01 08:11:53,65.78,88.55,42.96,34.06
2024-01-01 08:11:54,65.04,96.70,38.43,35.92
2024-01-01 08:11:55,67.45,90.97,38.26,37.71
2024-01-01 08:11:56,65.60,90.18,39.28,27.70
2024-01-01 08:11:57,65.80,90.55,35.13,37.90
2024-01-01 08:11:58,64.90,94.98,40.07,34.34
2024-01-01 08:11:59,65.64,92.42,42.82,38.33
2024-01-01 08:12:00,66.49,92.90,36.28,38.84
2024-01-01 08:12:01,62.57,93.45,45.60,42.38
2024-01-01 08:12:02,63.42,90.44,43.41,41.58
2024-01-01 08:12:03,67.72,93.28,37.17,41.76
2024-01-01 08:12:04,66.69,93.33,39.56,42.35
2024-01-01 08:12:05,66.09,92.58,45.14,37.95
2024-01-01 08:12:06,66.61,88.38,42.23,37.10
2024-01-01 08:12:07,67.38,88.96,39.60,40.66
2024-01-01 08:12:08,65.72,95.24,39.86,40.28
2024-01-01 08:12:09,65.35,95.81,41.02,36.30
2024-01-01 08:12:10,67.40,91.60,38.02,39.33
2024-01-01 08:12:11,65.16,94.21,34.59,37.74
2024-01-01 08:12:12,68.03,89.73,45.31,34.63
2024-01-01 08:12:13,63.91,91.40,42.12,43.36
2024-01-01 08:12:14,69.47,92.21,39.51,38.57
2024-01-01 08:12:15,68.46,92.10,38.75,46.69
2024-01-01 08:12:16,68.12,90.25,36.92,32.13
2024-01-01 08:12:17,69.67,93.09,37.64,36.54
2024-01-01 08:12:18,71.13,91.71,32.53,39.03
2024-01-01 08:12:19,69.91,95.20,44.88,43.57
2024-01-01 08:12:20,64.29,90.29,37.72,40.73
2024-01-01 08:12:21,65.50,90.26,37.60,40.48
2024-01-01 08:12:22,66.90,94.52,38.54,34.83
2024-01-01 08:12:23,68.28,97.82,42.90,34.80
2024-01-01 08:12:24,69.35,90.44,38.44,40.81
2024-01-01 08:12:25,66.94,90.43,36.13,34.14
2024-01-01 08:12:26,68.84,91.35,42.46,37.54
2024-01-01 08:12:27,67.03,96.29,41.97,41.74
2024-01-01 08:12:28,67.39,93.86,41.18,35.86
2024-01-01 08:12:29,65.88,96.24,42.62,46.26
2024-01-01 08:12:30,66.91,93.83,47.03,44.78
2024-01-01 08:12:31,66.13,90.81,46.88,33.64
2024-01-01 08:12:32,66.94,95.16,37.77,36.22
2024-01-01 08:12:33,71.07,94.35,42.23,30.83
2024-01-01 08:12:34,67.12,93.72,40.88,36.86
2024-01-01 08:12:35,74.35,101.38,36.89,43.06
2024-01-01 08:12:36,70.13,88.73,32.85,38.34
2024-01-01 08:12:37,69.57,97.00,37.75,41.84
2024-01-01 08:12:38,67.54,96.28,37.04,33.89
2024-01-01 08:12:39,70.71,94.27,40.06,43.15
2024-01-01 08:12:40,68.21,99.39,42.29,37.71
2024-01-01 08:12:41,69.65,95.25,31.99,39.94
2024-01-01 08:12:42,74.58,94.52,35.19,39.48
2024-01-01 08:12:43,69.31,94.69,41.78,34.71
2024-01-01 08:12:44,71.84,93.53,36.33,35.13
2024-01-01 08:12:45,68.18,96.07,41.28,43.55
2024-01-01 08:12:46,69.55,94.89,39.32,41.20
2024-01-01 08:12:47,73.20,97.40,37.10,43.73
2024-01-01 08:12:48,68.44,94.55,38.12,40.74
2024-01-01 08:12:49,73.36,99.99,32.34,39.92
2024-01-01 08:12:50,71.18,93.47,33.93,32.34
2024-01-01 08:12:51,68.67,96.36,40.93,38.06
2024-01-01 08:12:52,71.09,97.10,37.41,38.92
2024-01-01 08:12:53,71.79,96.27,36.51,46.72
2024-01-01 08:12:54,71.11,100.06,36.06,41.53
2024-01-01 08:12:55,66.75,100.64,39.03,44.79
2024-01-01 08:12:56,68.46,94.58,42.07,40.90
2024-01-01 08:12:57,69.43,98.21,37.33,35.52
2024-01-01 08:12:58,69.80,97.63,34.10,38.68
2024-01-01 08:12:59,71.20,99.48,39.51,39.00
2024-01-01 08:13:00,70.33,91.96,37.19,34.14
2024-01-01 08:13:01,67.31,96.26,39.71,36.19
2024-01-01 08:13:02,70.75,95.16,42.37,36.73
2024-01-01 08:13:03,71.22,95.71,37.21,43.79
2024-01-01 08:13:04,71.12,97.14,38.20,28.86
2024-01-01 08:13:05,72.16,96.77,33.17,41.82
2024-01-01 08:13:06,71.67,93.62,36.34,33.05
2024-01-01 08:13:07,70.92,97.03,39.28,31.11
2024-01-01 08:13:08,69.85,100.13,33.42,41.11
2024-01-01 08:13:09,66.67,98.87,40.60,39.11
2024-01-01 08:13:10,70.84,99.47,37.80,40.99
2024-01-01 08:13:11,70.38,96.42,37.89,38.95
2024-01-01 08:13:12,70.50,94.95,40.81,43.77
2024-01-01 08:13:13,67.39,97.79,40.57,37.54
2024-01-01 08:13:14,67.76,95.08,43.78,34.44
2024-01-01 08:13:15,72.01,99.62,33.81,36.21
2024-01-01 08:13:16,69.81,95.10,38.52,39.57
2024-01-01 08:13:17,71.23,95.94,37.52,31.24
2024-01-01 08:13:18,69.90,90.63,34.85,31.50
2024-01-01 08:13:19,69.87,93.43,40.94,32.63
2024-01-01 08:13:20,0.65,99.60,86.58,25.19
2024-01-01 08:13:21,0.80,94.91,79.47,33.91
2024-01-01 08:13:22,0.74,98.26,81.07,25.56
2024-01-01 08:13:23,1.08,95.54,79.61,33.06
2024-01-01 08:13:24,0.59,96.55,77.51,36.05
2024-01-01 08:13:25,1.56,1.18,73.60,30.42
2024-01-01 08:13:26,1.00,2.17,77.28,38.77
2024-01-01 08:13:27,1.00,0.64,75.23,25.95
2024-01-01 08:13:28,0.84,0.79,84.61,36.29
2024-01-01 08:13:29,1.08,0.97,79.01,33.96
2024-01-01 08:13:30,1.41,1.20,78.11,24.13
2024-01-01 08:13:31,0.57,1.13,82.33,41.56
2024-01-01 08:13:32,0.67,1.64,76.23,30.20
2024-01-01 08:13:33,0.85,-0.21,77.19,26.67
2024-01-01 08:13:34,0.33,-0.19,80.01,24.28
2024-01-01 08:13:35,0.59,0.75,82.73,28.76
2024-01-01 08:13:36,0.76,1.55,81.05,28.86
2024-01-01 08:13:37,1.44,0.22,79.88,29.51
2024-01-01 08:13:38,1.13,-0.50,79.56,27.64
2024-01-01 08:13:39,1.10,1.29,80.54,31.10
2024-01-01 08:13:40,1.43,1.12,79.75,26.75
2024-01-01 08:13:41,0.93,0.45,76.35,20.29
2024-01-01 08:13:42,1.20,0.51,79.42,27.17
2024-01-01 08:13:43,0.95,0.52,76.21,18.04
2024-01-01 08:13:44,1.13,1.06,79.56,28.66
2024-01-01 08:13:45,0.71,0.69,78.13,23.07
2024-01-01 08:13:46,-0.22,1.25,87.75,27.38
2024-01-01 08:13:47,0.93,-0.43,79.32,31.73
2024-01-01 08:13:48,1.71,0.57,74.76,22.43
2024-01-01 08:13:49,1.46,0.44,78.72,30.22
2024-01-01 08:13:50,65.35,0.87,42.35,24.00
2024-01-01 08:13:51,66.12,0.73,45.35,32.50
2024-01-01 08:13:52,65.86,1.40,38.72,23.79
2024-01-01 08:13:53,66.24,0.07,35.51,21.65
2024-01-01 08:13:54,67.61,1.02,41.88,27.53
2024-01-01 08:13:55,68.06,92.50,35.02,22.81
2024-01-01 08:13:56,70.59,95.42,36.33,20.96
2024-01-01 08:13:57,65.40,90.99,39.99,22.19
2024-01-01 08:13:58,69.26,94.08,38.23,23.71
2024-01-01 08:13:59,66.77,94.49,42.01,29.05
2024-01-01 08:14:00,66.99,94.97,37.75,15.73
2024-01-01 08:14:01,68.34,99.02,38.18,23.36
2024-01-01 08:14:02,64.64,93.78,41.18,25.57
2024-01-01 08:14:03,67.54,95.99,39.93,23.65
2024-01-01 08:14:04,67.00,90.10,40.10,27.93
2024-01-01 08:14:05,67.54,91.67,40.79,22.21
2024-01-01 08:14:06,67.02,94.42,42.32,21.59
2024-01-01 08:14:07,71.23,91.90,38.44,24.53
2024-01-01 08:14:08,64.93,91.77,42.40,22.39
2024-01-01 08:14:09,65.03,98.42,36.24,20.28
2024-01-01 08:14:10,64.72,97.06,41.32,23.75
2024-01-01 08:14:11,64.74,94.82,42.60,18.93
2024-01-01 08:14:12,64.45,97.13,43.52,18.95
2024-01-01 08:14:13,67.98,91.52,37.14,19.15
2024-01-01 08:14:14,68.32,90.12,37.03,26.55
2024-01-01 08:14:15,64.21,91.93,39.75,8.13
2024-01-01 08:14:16,63.55,92.31,43.48,22.48
2024-01-01 08:14:17,66.03,89.08,43.48,20.93
2024-01-01 08:14:18,63.85,95.05,40.47,13.96
2024-01-01 08:14:19,66.09,94.34,43.07,21.83
2024-01-01 08:14:20,65.09,87.55,41.31,22.41
2024-01-01 08:14:21,61.52,89.12,42.72,22.78
2024-01-01 08:14:22,67.51,92.00,38.86,9.74
2024-01-01 08:14:23,67.87,94.86,41.52,25.75
2024-01-01 08:14:24,62.91,93.98,43.23,17.27
2024-01-01 08:14:25,63.22,89.40,48.90,22.91
2024-01-01 08:14:26,64.42,90.19,38.79,23.09
2024-01-01 08:14:27,64.37,90.91,42.93,16.58
2024-01-01 08:14:28,64.87,96.46,39.49,22.69
2024-01-01 08:14:29,67.43,89.38,36.93,18.49
2024-01-01 08:14:30,62.91,90.39,42.22,11.73
2024-01-01 08:14:31,61.51,94.19,43.50,24.67
2024-01-01 08:14:32,60.20,88.92,52.64,16.90
2024-01-01 08:14:33,61.34,89.10,42.64,16.59
2024-01-01 08:14:34,62.58,92.78,39.06,18.41
2024-01-01 08:14:35,66.08,92.40,41.17,21.13
2024-01-01 08:14:36,61.30,86.17,36.99,19.84
2024-01-01 08:14:37,62.63,82.49,42.15,22.29
2024-01-01 08:14:38,61.99,88.17,42.86,14.78
2024-01-01 08:14:39,64.24,91.17,43.84,17.22
2024-01-01 08:14:40,66.75,95.27,42.87,19.78
2024-01-01 08:14:41,60.47,88.12,42.21,27.90
2024-01-01 08:14:42,60.39,89.28,43.31,19.92
2024-01-01 08:14:43,63.29,91.90,39.72,24.80
2024-01-01 08:14:44,62.40,87.65,39.17,20.69
2024-01-01 08:14:45,64.57,92.62,42.19,18.70
2024-01-01 08:14:46,61.87,88.76,39.06,19.74
2024-01-01 08:14:47,59.82,89.21,42.87,20.16
2024-01-01 08:14:48,61.55,89.62,40.09,23.36
2024-01-01 08:14:49,62.41,89.99,44.20,26.56
2024-01-01 08:14:50,61.66,86.68,48.41,22.63
2024-01-01 08:14:51,60.86,88.18,39.58,26.07
2024-01-01 08:14:52,61.81,88.76,37.36,17.60
2024-01-01 08:14:53,61.84,87.27,42.52,19.94
2024-01-01 08:14:54,62.08,90.05,42.80,18.85
2024-01-01 08:14:55,60.44,90.22,44.39,23.16
2024-01-01 08:14:56,58.63,88.00,43.48,20.63
2024-01-01 08:14:57,59.08,89.79,43.95,25.15
2024-01-01 08:14:58,61.02,87.54,44.49,18.68
2024-01-01 08:14:59,56.79,89.25,49.05,22.76
2024-01-01 08:15:00,58.98,89.57,38.75,25.52
2024-01-01 08:15:01,57.27,87.22,44.53,14.70
2024-01-01 08:15:02,57.93,86.09,45.88,31.64
2024-01-01 08:15:03,60.25,89.26,41.10,22.22
2024-01-01 08:15:04,57.89,86.86,50.46,15.46
2024-01-01 08:15:05,57.41,83.08,43.65,24.40
2024-01-01 08:15:06,54.42,88.14,47.23,24.11
2024-01-01 08:15:07,58.44,85.67,46.60,23.87
2024-01-01 08:15:08,58.05,89.05,43.40,28.38
2024-01-01 08:15:09,60.90,88.71,37.92,27.63
2024-01-01 08:15:10,55.77,83.19,45.25,26.07
2024-01-01 08:15:11,56.63,82.11,49.11,26.91
2024-01-01 08:15:12,56.50,86.18,45.09,24.93
2024-01-01 08:15:13,58.97,84.87,42.08,32.69
2024-01-01 08:15:14,55.43,92.19,49.52,19.91
2024-01-01 08:15:15,55.98,82.90,45.42,26.64
2024-01-01 08:15:16,56.45,84.19,44.60,26.59
2024-01-01 08:15:17,55.41,85.61,47.20,29.83
2024-01-01 08:15:18,53.95,84.77,49.94,23.46
2024-01-01 08:15:19,55.04,83.55,54.12,20.12
2024-01-01 08:15:20,56.61,85.42,48.52,27.98
2024-01-01 08:15:21,52.21,84.49,52.15,28.74
2024-01-01 08:15:22,54.33,84.14,45.88,33.84
2024-01-01 08:15:23,52.47,82.10,45.44,23.06
2024-01-01 08:15:24,56.06,81.00,46.55,33.03
2024-01-01 08:15:25,50.43,85.93,50.06,38.15
2024-01-01 08:15:26,52.16,85.28,45.47,27.43
2024-01-01 08:15:27,53.84,83.50,47.17,24.05
2024-01-01 08:15:28,56.02,82.43,47.59,27.86
2024-01-01 08:15:29,52.56,86.24,49.55,29.81
2024-01-01 08:15:30,51.38,77.81,50.69,32.28
2024-01-01 08:15:31,56.05,85.14,47.24,27.93
2024-01-01 08:15:32,49.20,83.47,48.96,36.78
2024-01-01 08:15:33,47.50,88.08,49.96,26.38
2024-01-01 08:15:34,52.57,80.58,44.86,24.15
2024-01-01 08:15:35,50.49,84.74,55.06,35.80
2024-01-01 08:15:36,49.25,86.39,50.49,22.54
2024-01-01 08:15:37,52.51,80.46,47.82,31.09
2024-01-01 08:15:38,51.38,78.46,46.38,44.64
2024-01-01 08:15:39,49.57,81.56,59.07,32.38
2024-01-01 08:15:40,47.93,82.79,48.02,28.21
2024-01-01 08:15:41,52.04,79.68,47.49,32.72
2024-01-01 08:15:42,51.40,78.08,50.41,33.01
2024-01-01 08:15:43,49.70,78.87,51.98,34.11
2024-01-01 08:15:44,53.39,79.28,50.84,36.37
2024-01-01 08:15:45,47.36,78.97,57.01,29.81
2024-01-01 08:15:46,46.24,81.52,53.77,40.96
2024-01-01 08:15:47,47.71,83.55,48.20,35.44
2024-01-01 08:15:48,48.80,75.86,49.95,37.60
2024-01-01 08:15:49,49.18,83.00,51.41,32.42
2024-01-01 08:15:50,48.01,74.25,57.40,40.31
2024-01-01 08:15:51,49.00,78.52,46.41,34.37
2024-01-01 08:15:52,45.60,77.98,56.25,36.73
2024-01-01 08:15:53,50.79,79.88,50.07,32.11
2024-01-01 08:15:54,47.54,77.62,53.99,32.07
2024-01-01 08:15:55,49.74,80.97,49.85,39.03
2024-01-01 08:15:56,47.99,81.28,48.68,34.71
2024-01-01 08:15:57,48.02,77.64,53.44,33.27
2024-01-01 08:15:58,48.05,80.37,53.13,34.31
2024-01-01 08:15:59,47.61,79.19,54.35,39.87
2024-01-01 08:16:00,47.80,78.38,51.28,34.75
